88.43181818181819 92.15151515151516 92.03571428571429 109.93478260869566 159.0 NA NA NA NA NA NA NA NA NA NA
309.3829787234043 346.71875 217.8181818181818 268.64 141.6 250.9090909090909 268.75 286.0 321.3333333333333 322.4 NA NA NA NA NA
487.1818181818182 411.6774193548387 437.42857142857144 469.89285714285717 278.0 521.3666666666667 412.5 379.0 474.53125 459.61764705882354 506.4 400.0 NA NA NA
644.0526315789474 641.4285714285714 560.125 595.2857142857143 278.0 727.516129032258 437.5 676.1578947368421 596.84 606.5357142857143 565.2222222222222 621.0714285714286 NA NA NA
870.9375 814.8 770.05 707.6842105263158 278.0 821.8 774.0 899.5625 832.2272727272727 778.7272727272727 694.5 856.2105263157895 667.0 NA NA
1054.9166666666667 960.8461538461538 1009.3333333333334 979.6666666666666 278.0 975.5454545454545 871.375 995.3809523809524 908.4117647058823 1003.4285714285714 906.6 1038.7307692307693 697.3333333333334 945.4 NA
1214.3478260869565 1167.3333333333333 1223.0 1118.5 278.0 1116.2222222222222 1092.2727272727273 1204.3 1044.5714285714287 1164.3157894736842 1084.5454545454545 1162.857142857143 888.75 1152.6666666666667 931.2
1351.4761904761904 1263.4285714285713 1411.7058823529412 1173.3333333333333 278.0 1281.0 1397.25 1344.2105263157894 1157.909090909091 1367.8 1270.0833333333333 1339.55 1179.4 1167.2666666666667 1192.909090909091
1548.6363636363637 1441.4615384615386 1542.7222222222222 1373.1666666666667 278.0 1454.9375 1477.357142857143 1476.6470588235295 1495.8 1472.8823529411766 1442.090909090909 1570.8947368421052 1326.5 1383.2857142857142 1330.1
1587.5555555555557 1589.357142857143 1748.55 1651.5454545454545 278.0 1634.9333333333334 1605.3333333333333 1690.4736842105262 1701.0625 1694.1875 1579.2222222222222 1651.0 1511.1666666666667 1613.1333333333334 1486.0
1821.0 1777.3076923076924 1844.0 1833.8461538461538 278.0 1700.0 1857.5 1905.15 1881.1176470588234 1793.9333333333334 1744.909090909091 1863.3333333333333 1539.0 1735.1875 1772.6666666666667
2025.8333333333333 1998.5 1975.5625 1939.1666666666667 278.0 1831.909090909091 1997.6 2040.6315789473683 1950.2666666666667 1940.0 1983.857142857143 2053.15 1693.8 1810.142857142857 1924.8461538461538
2136.8823529411766 2189.5 2233.8947368421054 2091.818181818182 278.0 2124.6 2088.4166666666665 2198.55 2026.5833333333333 2113.733333333333 2063.923076923077 2100.1176470588234 1711.0 1921.9166666666667 2145.25
2220.3333333333335 2317.6 2320.3888888888887 2195.1 278.0 2238.125 2351.866666666667 2413.8947368421054 2275.8571428571427 2357.3529411764707 2286.4285714285716 2217.9333333333334 1625.0 2141.4615384615386 2372.3529411764707
2525.125 2585.277777777778 2529.157894736842 2323.777777777778 278.0 2512.529411764706 2419.4285714285716 2587.6111111111113 2419.133333333333 2378.9333333333334 2405.3076923076924 2408.5625 2003.4 2219.1 2468.0625
2621.133333333333 2691.470588235294 2720.05 2479.9 278.0 2727.6666666666665 2537.3846153846152 2761.8947368421054 2578.6875 2528.0 2571.5 2547.266666666667 2428.1666666666665 2324.0 2660.8823529411766
